"","V1","V2","V3","V4","V5","V6"
"3829",3498,7,23,24,40,41
"3830",3499,10,17,33,35,NA
"3831",3500,16,31,NA,NA,NA
"3832",3501,33,42,45,NA,NA
"3833",3502,40,NA,NA,NA,NA
"3834",3503,14,35,42,NA,NA
"3835",3504,12,31,36,48,NA
"3836",3505,0,4,10,15,21
"3837",24,44,NA,NA,NA,NA
"3838",3506,10,44,NA,NA,NA
"3839",3507,20,28,31,NA,NA
"3840",3508,14,44,47,NA,NA
"3841",3509,1,5,22,32,NA
"3842",3510,4,8,37,39,NA
"3843",3511,5,31,NA,NA,NA
"3844",3512,7,11,24,26,37
"3845",45,47,NA,NA,NA,NA
"3846",3513,10,48,49,NA,NA
"3847",3514,2,22,40,NA,NA
"3848",3515,14,44,NA,NA,NA
"3849",3516,16,32,45,NA,NA
"3850",3517,0,47,NA,NA,NA
"3851",3518,9,NA,NA,NA,NA
"3852",3519,23,24,40,41,43
"3853",3520,6,24,28,36,NA
"3854",3521,13,37,40,NA,NA
"3855",3522,14,16,25,31,NA
"3856",3523,2,11,27,31,NA
"3857",3524,4,9,NA,NA,NA
"3858",3525,16,20,21,30,32
"3859",3526,4,9,25,30,34
"3860",49,NA,NA,NA,NA,NA
"3861",3527,12,31,36,NA,NA
"3862",3528,1,3,24,27,33
"3863",3529,6,8,11,16,22
"3864",27,28,NA,NA,NA,NA
"3865",3530,3,4,25,NA,NA
"3866",3531,14,18,43,NA,NA
"3867",3532,27,28,NA,NA,NA
"3868",3533,28,34,43,NA,NA
"3869",3534,4,12,20,29,NA
"3870",3535,28,34,43,NA,NA
"3871",3536,10,12,14,19,35
"3872",44,47,NA,NA,NA,NA
"3873",3537,23,24,40,41,43
"3874",3538,4,9,NA,NA,NA
"3875",3539,7,42,NA,NA,NA
"3876",3540,27,28,35,NA,NA
"3877",3541,5,12,17,22,26
"3878",3542,18,48,NA,NA,NA
"3879",3543,5,42,NA,NA,NA
"3880",3544,7,15,NA,NA,NA
"3881",3545,7,11,37,45,NA
"3882",3546,5,7,9,22,NA
"3883",3547,12,17,31,47,NA
"3884",3548,23,24,40,41,43
"3885",3549,7,24,NA,NA,NA
"3886",3550,3,13,NA,NA,NA
"3887",3551,33,42,NA,NA,NA
"3888",3552,5,22,NA,NA,NA
"3889",3553,0,2,46,NA,NA
"3890",3554,11,48,NA,NA,NA
"3891",3555,0,2,46,NA,NA
"3892",3556,6,18,31,42,NA
"3893",3557,15,27,28,33,NA
"3894",3558,3,18,35,42,NA
"3895",3559,1,12,19,35,36
"3896",3560,4,9,20,42,47
"3897",3561,4,14,18,26,32
"3898",44,NA,NA,NA,NA,NA
"3899",3562,1,19,NA,NA,NA
"3900",3563,4,11,28,30,49
"3901",3564,12,19,37,NA,NA
"3902",3565,27,28,49,NA,NA
"3903",3566,0,4,18,46,49
"3904",3567,0,2,46,NA,NA
"3905",3568,12,30,36,NA,NA
"3906",3569,3,18,33,35,NA
"3907",3570,4,7,9,35,NA
"3908",3571,1,9,11,42,NA
"3909",3572,3,18,35,NA,NA
"3910",3573,15,17,29,47,NA
"3911",3574,18,22,NA,NA,NA
"3912",3575,3,17,NA,NA,NA
"3913",3576,3,18,35,NA,NA
"3914",3577,0,21,NA,NA,NA
"3915",3578,3,15,25,NA,NA
"3916",3579,11,24,25,NA,NA
"3917",3580,5,9,16,18,19
"3918",28,49,NA,NA,NA,NA
"3919",3581,3,7,9,15,16
"3920",39,NA,NA,NA,NA,NA
"3921",3582,5,22,NA,NA,NA
"3922",3583,5,22,NA,NA,NA
"3923",3584,3,18,19,22,35
"3924",3585,2,29,NA,NA,NA
"3925",3586,7,9,21,36,NA
"3926",3587,11,12,20,30,33
"3927",42,44,49,NA,NA,NA
"3928",3588,1,2,10,12,NA
"3929",3589,15,NA,NA,NA,NA
"3930",3590,6,17,32,42,NA
"3931",3591,7,15,49,NA,NA
"3932",3592,6,7,15,NA,NA
"3933",3593,43,45,NA,NA,NA
"3934",3594,4,12,NA,NA,NA
"3935",3595,12,31,36,48,NA
"3936",3596,3,17,31,32,41
"3937",3597,7,11,37,45,NA
"3938",3598,23,24,40,41,43
"3939",3599,11,19,NA,NA,NA
"3940",3600,8,14,27,44,NA
"3941",3601,1,13,25,37,43
"3942",3602,1,19,NA,NA,NA
"3943",3603,16,23,24,34,42
"3944",43,48,NA,NA,NA,NA
"3945",3604,16,19,NA,NA,NA
"3946",3605,14,25,42,44,NA
"3947",3606,15,18,NA,NA,NA
"3948",3607,14,44,47,NA,NA
"3949",3608,9,17,18,28,29
"3950",35,43,NA,NA,NA,NA
"3951",3609,18,21,29,34,NA
"3952",3610,1,10,42,NA,NA
"3953",3611,0,2,46,NA,NA
"3954",3612,1,18,19,NA,NA
"3955",3613,0,16,21,39,NA
"3956",3614,1,19,NA,NA,NA
"3957",3615,36,NA,NA,NA,NA
"3958",3616,5,18,22,NA,NA
"3959",3617,7,15,49,NA,NA
"3960",3618,27,28,29,NA,NA
"3961",3619,2,11,17,41,NA
"3962",3620,13,14,32,37,38
"3963",40,NA,NA,NA,NA,NA
"3964",3621,11,12,20,24,29
"3965",36,47,NA,NA,NA,NA
"3966",3622,33,42,NA,NA,NA
"3967",3623,5,22,NA,NA,NA
"3968",3624,23,24,40,41,NA
"3969",3625,4,11,17,28,30
"3970",3626,7,10,15,18,42
"3971",49,NA,NA,NA,NA,NA
"3972",3627,3,18,35,40,NA
"3973",3628,0,2,29,46,NA
"3974",3629,30,48,NA,NA,NA
"3975",3630,15,26,49,NA,NA
"3976",3631,5,7,22,NA,NA
"3977",3632,19,20,NA,NA,NA
"3978",3633,0,9,17,30,31
"3979",36,NA,NA,NA,NA,NA
"3980",3634,27,46,NA,NA,NA
"3981",3635,6,8,9,14,23
"3982",48,NA,NA,NA,NA,NA
"3983",3636,20,40,46,NA,NA
"3984",3637,1,14,23,25,NA
"3985",3638,7,11,37,45,NA
"3986",3639,23,24,40,41,43
"3987",3640,13,25,26,28,NA
"3988",3641,12,31,36,48,NA
"3989",3642,4,22,23,27,NA
"3990",3643,14,NA,NA,NA,NA
"3991",3644,33,42,NA,NA,NA
"3992",3645,4,35,NA,NA,NA
"3993",3646,0,12,34,NA,NA
"3994",3647,17,29,47,NA,NA
"3995",3648,4,11,16,23,32
"3996",45,NA,NA,NA,NA,NA
"3997",3649,1,21,23,NA,NA
"3998",3650,3,18,35,NA,NA
"3999",3651,5,23,NA,NA,NA
"4000",3652,1,19,NA,NA,NA
"4001",3653,33,37,41,42,44
"4002",3654,11,NA,NA,NA,NA
"4003",3655,0,2,46,NA,NA
"4004",3656,7,11,20,33,36
"4005",37,38,45,NA,NA,NA
"4006",3657,7,11,37,45,NA
"4007",3658,27,28,NA,NA,NA
"4008",3659,28,33,34,NA,NA
"4009",3660,14,44,NA,NA,NA
"4010",3661,7,11,37,45,NA
"4011",3662,4,9,47,NA,NA
"4012",3663,27,28,29,37,NA
"4013",3664,4,8,9,25,30
"4014",31,47,NA,NA,NA,NA
"4015",3665,7,15,49,NA,NA
"4016",3666,19,20,21,35,39
"4017",44,NA,NA,NA,NA,NA
"4018",3667,4,5,12,15,NA
"4019",3668,19,31,49,NA,NA
"4020",3669,0,2,46,NA,NA
"4021",3670,8,NA,NA,NA,NA
"4022",3671,14,44,49,NA,NA
"4023",3672,0,2,11,46,NA
"4024",3673,19,26,27,41,NA
"4025",3674,27,NA,NA,NA,NA
"4026",3675,23,24,40,41,43
"4027",3676,27,34,40,41,NA
"4028",3677,4,9,NA,NA,NA
"4029",3678,3,10,18,33,35
"4030",3679,7,11,37,45,NA
"4031",3680,0,18,23,NA,NA
"4032",3681,0,13,14,30,NA
"4033",3682,14,22,24,30,32
"4034",41,44,NA,NA,NA,NA
"4035",3683,1,NA,NA,NA,NA
"4036",3684,7,15,31,37,49
"4037",3685,42,NA,NA,NA,NA
"4038",3686,3,9,46,NA,NA
"4039",3687,4,14,38,45,NA
"4040",3688,22,28,NA,NA,NA
"4041",3689,5,22,44,NA,NA
"4042",3690,18,35,NA,NA,NA
"4043",3691,5,22,29,NA,NA
"4044",3692,7,11,37,45,NA
"4045",3693,14,18,44,NA,NA
"4046",3694,2,33,42,NA,NA
"4047",3695,49,NA,NA,NA,NA
"4048",3696,0,7,9,46,48
"4049",3697,40,NA,NA,NA,NA
"4050",3698,19,26,NA,NA,NA
"4051",3699,12,35,41,NA,NA
"4052",3700,9,16,18,34,36
"4053",38,48,NA,NA,NA,NA
"4054",3701,27,NA,NA,NA,NA
"4055",3702,4,36,43,NA,NA
"4056",3703,1,19,38,40,NA
"4057",3704,1,2,6,22,43
"4058",3705,11,12,30,NA,NA
"4059",3706,15,26,35,36,46
"4060",3707,8,49,NA,NA,NA
"4061",3708,33,42,NA,NA,NA
"4062",3709,23,24,40,41,43
"4063",3710,7,9,11,37,NA
"4064",3711,23,24,40,41,43
"4065",3712,10,NA,NA,NA,NA
"4066",3713,4,9,NA,NA,NA
"4067",3714,4,9,28,NA,NA
"4068",3715,12,NA,NA,NA,NA
"4069",3716,40,47,49,NA,NA
"4070",3717,7,33,42,NA,NA
"4071",3718,16,32,45,NA,NA
"4072",3719,28,NA,NA,NA,NA
"4073",3720,5,27,33,38,41
"4074",3721,2,33,42,NA,NA
"4075",3722,17,29,47,NA,NA
"4076",3723,1,22,33,NA,NA
"4077",3724,5,22,NA,NA,NA
"4078",3725,6,11,25,37,NA
"4079",3726,0,33,41,45,NA
"4080",3727,16,NA,NA,NA,NA
"4081",3728,7,15,27,41,49
"4082",3729,8,11,15,35,NA
"4083",3730,12,27,28,NA,NA
"4084",3731,7,15,49,NA,NA
"4085",3732,0,2,46,NA,NA
"4086",3733,7,8,11,37,45
"4087",3734,7,15,49,NA,NA
"4088",3735,0,6,NA,NA,NA
"4089",3736,3,18,35,NA,NA
"4090",3737,1,4,7,11,37
"4091",3738,1,21,25,41,NA
"4092",3739,18,32,35,43,NA
"4093",3740,12,31,36,NA,NA
"4094",3741,1,21,NA,NA,NA
"4095",3742,2,10,22,NA,NA
"4096",3743,4,9,21,34,NA
"4097",3744,1,19,NA,NA,NA
"4098",3745,4,9,23,44,NA
"4099",3746,2,27,28,49,NA
"4100",3747,1,2,19,26,NA
"4101",3748,7,15,49,NA,NA
"4102",3749,12,31,36,NA,NA
"4103",3750,29,30,NA,NA,NA
"4104",3751,16,29,43,44,NA
"4105",3752,3,15,32,47,48
"4106",3753,17,22,30,38,NA
"4107",3754,1,4,8,10,22
"4108",30,35,38,NA,NA,NA
"4109",3755,4,14,20,NA,NA
"4110",3756,5,22,32,NA,NA
"4111",3757,17,29,47,NA,NA
"4112",3758,1,19,NA,NA,NA
"4113",3759,9,17,31,45,47
"4114",3760,5,22,NA,NA,NA
"4115",3761,1,10,19,NA,NA
"4116",3762,35,NA,NA,NA,NA
"4117",3763,1,5,12,19,NA
"4118",3764,12,31,36,48,NA
"4119",3765,15,20,42,46,NA
"4120",3766,14,16,29,39,47
"4121",3767,15,27,28,NA,NA
"4122",3768,4,20,NA,NA,NA
"4123",3769,17,29,47,NA,NA
"4124",3770,12,31,36,48,NA
"4125",3771,1,19,34,44,NA
"4126",3772,4,17,24,26,31
"4127",39,NA,NA,NA,NA,NA
"4128",3773,0,12,20,39,NA
"4129",3774,33,42,NA,NA,NA
"4130",3775,16,33,42,47,NA
"4131",3776,1,7,11,12,27
"4132",37,45,NA,NA,NA,NA
"4133",3777,12,31,36,44,48
"4134",3778,14,15,16,28,32
"4135",3779,16,27,28,NA,NA
"4136",3780,3,20,42,NA,NA
"4137",3781,2,27,33,NA,NA
"4138",3782,3,4,18,35,NA
"4139",3783,12,31,36,48,NA
"4140",3784,20,30,31,33,37
"4141",40,41,42,NA,NA,NA
"4142",3785,3,18,35,NA,NA
"4143",3786,3,18,24,35,NA
"4144",3787,12,31,36,48,NA
"4145",3788,0,19,25,33,42
"4146",3789,5,24,39,NA,NA
"4147",3790,13,16,32,45,NA
"4148",3791,11,31,42,NA,NA
"4149",3792,1,5,8,16,NA
"4150",3793,33,35,44,NA,NA
"4151",3794,8,13,23,25,26
"4152",40,46,49,NA,NA,NA
"4153",3795,7,17,31,34,39
"4154",48,NA,NA,NA,NA,NA
"4155",3796,20,30,46,NA,NA
"4156",3797,4,9,NA,NA,NA
"4157",3798,8,35,NA,NA,NA
"4158",3799,3,18,35,NA,NA
"4159",3800,3,18,35,NA,NA
"4160",3801,12,31,36,48,NA
"4161",3802,7,15,49,NA,NA
"4162",3803,5,22,NA,NA,NA
"4163",3804,14,18,30,37,NA
"4164",3805,33,36,42,48,NA
"4165",3806,7,15,49,NA,NA
"4166",3807,8,16,17,22,32
"4167",36,45,49,NA,NA,NA
"4168",3808,0,2,46,NA,NA
"4169",3809,36,38,NA,NA,NA
"4170",3810,9,10,14,35,38
"4171",44,NA,NA,NA,NA,NA
"4172",3811,8,14,18,22,32
"4173",38,39,41,NA,NA,NA
"4174",3812,4,5,9,21,42
"4175",3813,27,28,NA,NA,NA
"4176",3814,1,19,NA,NA,NA
"4177",3815,3,18,35,NA,NA
"4178",3816,14,20,44,NA,NA
"4179",3817,5,8,24,32,37
"4180",38,40,NA,NA,NA,NA
"4181",3818,4,21,43,NA,NA
"4182",3819,0,28,36,NA,NA
"4183",3820,3,4,9,24,44
"4184",3821,6,26,27,28,NA
"4185",3822,3,5,7,15,34
"4186",3823,5,22,NA,NA,NA
"4187",3824,17,29,47,NA,NA
"4188",3825,3,4,14,23,43
"4189",44,49,NA,NA,NA,NA
"4190",3826,1,19,NA,NA,NA
"4191",3827,17,29,47,NA,NA
"4192",3828,4,28,42,44,48
"4193",3829,13,25,31,45,NA
"4194",3830,13,27,28,29,31
"4195",35,36,45,NA,NA,NA
"4196",3831,0,25,46,NA,NA
"4197",3832,41,NA,NA,NA,NA
"4198",3833,14,33,36,44,NA
"4199",3834,4,9,15,17,28
"4200",35,45,NA,NA,NA,NA
"4201",3835,4,5,12,NA,NA
"4202",3836,4,21,23,35,44
"4203",3837,8,28,33,NA,NA
"4204",3838,8,NA,NA,NA,NA
"4205",3839,5,8,36,37,45
"4206",3840,13,17,19,NA,NA
"4207",3841,6,26,NA,NA,NA
"4208",3842,2,6,11,41,48
"4209",3843,8,13,31,32,33
"4210",3844,7,11,37,45,NA
"4211",3845,20,NA,NA,NA,NA
"4212",3846,44,NA,NA,NA,NA
"4213",3847,14,48,NA,NA,NA
"4214",3848,0,2,21,46,NA
"4215",3849,16,39,NA,NA,NA
"4216",3850,0,10,26,42,NA
"4217",3851,2,5,9,18,26
"4218",3852,1,19,37,39,NA
"4219",3853,1,16,19,33,36
"4220",3854,7,15,49,NA,NA
"4221",3855,0,2,46,NA,NA
"4222",3856,0,NA,NA,NA,NA
"4223",3857,22,42,NA,NA,NA
"4224",3858,29,33,42,48,NA
"4225",3859,23,24,40,41,NA
"4226",3860,14,18,26,NA,NA
"4227",3861,12,31,36,NA,NA
"4228",3862,36,41,NA,NA,NA
"4229",3863,5,36,42,NA,NA
"4230",3864,7,9,15,49,NA
"4231",3865,18,35,NA,NA,NA
"4232",3866,7,NA,NA,NA,NA
"4233",3867,16,32,NA,NA,NA
"4234",3868,1,19,47,NA,NA
"4235",3869,4,49,NA,NA,NA
"4236",3870,4,5,12,14,15
"4237",17,25,45,NA,NA,NA
"4238",3871,16,20,36,41,43
"4239",3872,13,14,27,37,NA
"4240",3873,3,11,16,18,35
"4241",3874,17,29,47,NA,NA
"4242",3875,3,18,35,38,NA
"4243",3876,30,33,42,NA,NA
"4244",3877,0,2,46,NA,NA
"4245",3878,2,5,26,43,NA
"4246",3879,12,31,36,48,NA
"4247",3880,4,18,36,44,NA
"4248",3881,11,NA,NA,NA,NA
"4249",3882,1,19,26,41,NA
"4250",3883,23,24,40,41,43
"4251",3884,12,31,36,48,NA
"4252",3885,4,9,22,NA,NA
"4253",3886,11,16,34,NA,NA
"4254",3887,33,42,46,NA,NA
"4255",3888,9,15,27,40,NA
"4256",3889,7,11,37,45,NA
"4257",3890,17,22,43,46,NA
"4258",3891,12,14,27,31,36
"4259",39,NA,NA,NA,NA,NA
"4260",3892,7,11,37,45,NA
"4261",3893,2,7,15,26,45
"4262",49,NA,NA,NA,NA,NA
"4263",3894,7,15,49,NA,NA
"4264",3895,7,10,19,22,31
"4265",33,37,NA,NA,NA,NA
"4266",3896,17,22,29,47,NA
"4267",3897,9,15,16,29,NA
"4268",3898,8,26,NA,NA,NA
"4269",3899,7,15,49,NA,NA
"4270",3900,4,9,20,NA,NA
"4271",3901,23,24,40,41,43
"4272",3902,13,27,28,NA,NA
"4273",3903,9,32,44,NA,NA
"4274",3904,1,3,11,14,NA
"4275",3905,41,NA,NA,NA,NA
"4276",3906,22,45,47,NA,NA
"4277",3907,14,15,44,NA,NA
"4278",3908,4,5,9,NA,NA
"4279",3909,23,24,40,41,43
"4280",3910,3,18,35,NA,NA
"4281",3911,35,42,46,NA,NA
"4282",3912,14,44,NA,NA,NA
"4283",3913,7,11,37,NA,NA
"4284",3914,30,44,NA,NA,NA
"4285",3915,15,44,47,NA,NA
"4286",3916,9,14,48,NA,NA
"4287",3917,3,18,35,NA,NA
"4288",3918,27,28,NA,NA,NA
"4289",3919,10,30,46,47,NA
"4290",3920,1,19,NA,NA,NA
"4291",3921,2,18,32,NA,NA
"4292",3922,7,11,37,45,NA
"4293",3923,9,30,NA,NA,NA
"4294",3924,5,22,42,NA,NA
"4295",3925,7,11,37,45,NA
"4296",3926,3,10,16,18,22
"4297",36,42,NA,NA,NA,NA
"4298",3927,23,24,40,41,43
"4299",3928,5,22,NA,NA,NA
"4300",3929,23,24,40,41,NA
"4301",3930,0,2,46,NA,NA
"4302",3931,2,6,28,41,NA
"4303",3932,5,22,NA,NA,NA
"4304",3933,11,16,38,NA,NA
"4305",3934,13,49,NA,NA,NA
"4306",3935,5,22,NA,NA,NA
"4307",3936,7,11,37,NA,NA
"4308",3937,10,15,30,NA,NA
"4309",3938,27,28,31,47,NA
"4310",3939,7,11,37,45,NA
"4311",3940,4,9,NA,NA,NA
"4312",3941,2,3,4,7,9
"4313",14,15,46,NA,NA,NA
"4314",3942,1,19,NA,NA,NA
"4315",3943,2,24,42,NA,NA
"4316",3944,4,9,42,NA,NA
"4317",3945,12,14,31,36,48
"4318",3946,26,29,30,37,42
"4319",3947,1,19,NA,NA,NA
"4320",3948,12,26,31,36,NA
"4321",3949,7,11,37,45,NA
"4322",3950,4,7,30,NA,NA
"4323",3951,15,30,36,40,NA
"4324",3952,20,NA,NA,NA,NA
"4325",3953,1,22,29,NA,NA
"4326",3954,14,20,28,44,NA
"4327",3955,23,24,40,41,43
"4328",3956,0,1,2,3,8
"4329",24,30,46,NA,NA,NA
"4330",3957,7,11,37,45,NA
"4331",3958,1,48,NA,NA,NA
"4332",3959,7,11,37,45,NA
"4333",3960,5,22,35,NA,NA
"4334",3961,10,13,23,46,49
"4335",3962,14,25,44,47,NA
"4336",3963,10,NA,NA,NA,NA
"4337",3964,21,33,38,42,NA
"4338",3965,6,19,38,NA,NA
"4339",3966,3,10,18,35,NA
"4340",3967,29,31,44,46,NA
"4341",3968,27,28,NA,NA,NA
"4342",3969,12,19,31,36,NA
"4343",3970,8,18,35,NA,NA
"4344",3971,1,19,NA,NA,NA
"4345",3972,10,35,40,NA,NA
"4346",3973,11,21,32,34,NA
"4347",3974,3,18,35,NA,NA
"4348",3975,4,9,NA,NA,NA
"4349",3976,9,11,12,14,28
"4350",44,NA,NA,NA,NA,NA
"4351",3977,0,2,30,46,NA
"4352",3978,2,12,18,35,NA
"4353",3979,5,14,17,27,44
"4354",48,NA,NA,NA,NA,NA
"4355",3980,1,5,22,48,NA
"4356",3981,44,NA,NA,NA,NA
"4357",3982,18,35,NA,NA,NA
"4358",3983,5,11,22,NA,NA
"4359",3984,1,5,19,28,29
"4360",32,NA,NA,NA,NA,NA
"4361",3985,3,11,17,33,46
"4362",3986,4,9,34,46,NA
"4363",3987,14,31,36,37,NA
"4364",3988,3,7,33,36,42
"4365",3989,22,28,30,NA,NA
"4366",3990,1,13,26,28,36
"4367",47,NA,NA,NA,NA,NA
"4368",3991,14,24,28,41,NA
"4369",3992,7,11,23,35,37
"4370",3993,17,29,31,47,NA
"4371",3994,12,31,36,48,NA
"4372",3995,25,33,42,NA,NA
"4373",3996,1,16,19,30,NA
"4374",3997,0,2,4,35,42
"4375",46,NA,NA,NA,NA,NA
"4376",3998,1,20,32,35,NA
"4377",3999,1,10,19,29,37
"4378",48,NA,NA,NA,NA,NA
"4379",4000,9,11,19,43,NA
"4380",4001,3,18,35,NA,NA
"4381",4002,23,24,40,41,43
"4382",4003,20,27,NA,NA,NA
"4383",4004,5,22,NA,NA,NA
"4384",4005,0,2,46,NA,NA
"4385",4006,3,18,21,29,35
"4386",4007,16,32,33,45,NA
"4387",4008,18,24,28,33,42
"4388",4009,17,29,47,NA,NA
"4389",4010,1,16,21,26,36
"4390",38,46,NA,NA,NA,NA
"4391",4011,5,18,48,NA,NA
"4392",4012,7,18,20,26,29
"4393",35,44,NA,NA,NA,NA
"4394",4013,12,18,43,NA,NA
"4395",4014,4,7,19,28,31
"4396",37,43,44,NA,NA,NA
"4397",4015,41,45,47,NA,NA
"4398",4016,11,41,NA,NA,NA
"4399",4017,18,31,37,48,NA
"4400",4018,12,NA,NA,NA,NA
"4401",4019,4,5,49,NA,NA
"4402",4020,12,31,36,48,NA
"4403",4021,3,18,35,NA,NA
"4404",4022,17,20,28,40,NA
"4405",4023,0,15,20,39,43
"4406",4024,16,32,45,NA,NA
"4407",4025,1,24,37,48,NA
"4408",4026,13,33,35,43,NA
"4409",4027,8,11,NA,NA,NA
"4410",4028,4,9,NA,NA,NA
"4411",4029,17,29,47,NA,NA
"4412",4030,7,15,49,NA,NA
"4413",4031,19,21,28,NA,NA
"4414",4032,0,7,30,31,36
"4415",45,46,47,NA,NA,NA
"4416",4033,17,NA,NA,NA,NA
"4417",4034,4,15,19,NA,NA
"4418",4035,14,36,38,44,49
"4419",4036,23,24,40,41,NA
"4420",4037,0,28,NA,NA,NA
"4421",4038,16,32,45,NA,NA
"4422",4039,2,6,7,43,NA
"4423",4040,8,28,29,30,48
"4424",4041,13,27,28,NA,NA
"4425",4042,16,31,36,39,NA
"4426",4043,3,5,6,18,35
"4427",38,42,NA,NA,NA,NA
"4428",4044,0,2,46,NA,NA
"4429",4045,3,18,35,NA,NA
"4430",4046,3,4,21,NA,NA
"4431",4047,36,37,49,NA,NA
"4432",4048,13,14,22,46,NA
"4433",4049,1,5,47,NA,NA
"4434",4050,33,34,NA,NA,NA
"4435",4051,4,14,31,41,NA
"4436",4052,2,3,13,14,44
"4437",48,NA,NA,NA,NA,NA
"4438",4053,4,9,NA,NA,NA
"4439",4054,6,42,49,NA,NA
"4440",4055,8,27,32,36,NA
"4441",4056,48,NA,NA,NA,NA
"4442",4057,12,31,36,48,NA
"4443",4058,0,1,2,17,21
"4444",28,41,48,NA,NA,NA
"4445",4059,20,27,28,38,NA
"4446",4060,6,35,NA,NA,NA
"4447",4061,3,17,48,NA,NA
"4448",4062,25,27,36,37,38
"4449",4063,12,31,36,48,NA
"4450",4064,5,22,NA,NA,NA
"4451",4065,9,21,36,48,NA
"4452",4066,19,26,36,NA,NA
"4453",4067,33,42,49,NA,NA
"4454",4068,0,2,46,NA,NA
"4455",4069,8,11,15,45,46
"4456",4070,1,27,28,NA,NA
"4457",4071,1,15,19,NA,NA
"4458",4072,19,29,31,41,45
"4459",49,NA,NA,NA,NA,NA
"4460",4073,8,27,28,NA,NA
"4461",4074,22,NA,NA,NA,NA
"4462",4075,33,42,NA,NA,NA
"4463",4076,3,17,24,28,35
"4464",36,43,47,NA,NA,NA
"4465",4077,6,12,17,42,44
"4466",46,NA,NA,NA,NA,NA
"4467",4078,18,33,42,NA,NA
"4468",4079,3,6,11,16,21
"4469",24,32,45,NA,NA,NA
"4470",4080,6,36,37,46,NA
"4471",4081,4,9,26,37,NA
"4472",4082,27,28,NA,NA,NA
"4473",4083,7,17,21,26,NA
"4474",4084,16,32,NA,NA,NA
"4475",4085,4,6,12,13,NA
"4476",4086,3,14,36,NA,NA
"4477",4087,12,31,36,48,NA
"4478",4088,12,18,20,25,NA
"4479",4089,33,42,NA,NA,NA
"4480",4090,5,22,NA,NA,NA
"4481",4091,16,32,39,45,NA
"4482",4092,18,19,22,NA,NA
"4483",4093,33,42,NA,NA,NA
"4484",4094,3,16,20,28,37
"4485",4095,0,11,13,16,22
"4486",32,42,NA,NA,NA,NA
"4487",4096,3,12,18,35,36
"4488",45,NA,NA,NA,NA,NA
"4489",4097,12,31,36,48,NA
"4490",4098,6,13,14,36,45
"4491",4099,5,23,25,41,NA
"4492",4100,5,6,30,31,45
"4493",4101,10,33,41,42,NA
"4494",4102,14,38,NA,NA,NA
"4495",4103,17,21,22,NA,NA
"4496",4104,12,14,34,NA,NA
"4497",4105,3,9,18,26,32
"4498",33,35,NA,NA,NA,NA
"4499",4106,2,5,22,47,48
"4500",4107,36,41,43,NA,NA
"4501",4108,3,18,35,NA,NA
"4502",4109,31,NA,NA,NA,NA
"4503",4110,23,24,40,41,43
"4504",4111,9,32,44,NA,NA
"4505",4112,5,22,45,NA,NA
"4506",4113,5,22,38,NA,NA
"4507",4114,12,35,42,NA,NA
"4508",4115,7,26,NA,NA,NA
"4509",4116,8,33,42,43,NA
"4510",4117,4,9,47,NA,NA
"4511",4118,17,29,47,NA,NA
"4512",4119,4,7,28,NA,NA
"4513",4120,5,17,22,27,37
"4514",47,NA,NA,NA,NA,NA
"4515",4121,5,22,45,NA,NA
"4516",4122,2,41,NA,NA,NA
"4517",4123,1,2,9,17,36
"4518",4124,8,20,NA,NA,NA
"4519",4125,3,18,22,35,NA
"4520",4126,0,2,4,46,NA
"4521",4127,7,15,49,NA,NA
"4522",4128,3,14,23,30,43
"4523",4129,3,27,37,NA,NA
"4524",4130,1,20,23,NA,NA
"4525",4131,0,2,46,NA,NA
"4526",4132,3,14,18,28,29
"4527",35,NA,NA,NA,NA,NA
"4528",4133,24,27,28,NA,NA
"4529",4134,8,30,33,42,NA
"4530",4135,0,2,29,46,NA
"4531",4136,21,25,NA,NA,NA
"4532",4137,1,4,19,NA,NA
"4533",4138,0,2,46,NA,NA
"4534",4139,7,11,37,NA,NA
"4535",4140,6,12,17,24,25
"4536",29,30,39,NA,NA,NA
"4537",4141,31,44,NA,NA,NA
"4538",4142,1,19,NA,NA,NA
"4539",4143,10,12,14,25,31
"4540",44,NA,NA,NA,NA,NA
"4541",4144,2,16,32,45,NA
"4542",4145,6,12,31,36,NA
"4543",4146,42,47,NA,NA,NA
"4544",4147,17,29,47,NA,NA
"4545",4148,4,7,11,27,37
"4546",45,NA,NA,NA,NA,NA
"4547",4149,12,31,36,NA,NA
"4548",4150,3,11,28,46,NA
"4549",4151,2,8,10,14,NA
"4550",4152,20,36,NA,NA,NA
"4551",4153,0,2,4,10,18
"4552",20,38,41,NA,NA,NA
"4553",4154,17,39,NA,NA,NA
"4554",4155,4,17,42,47,NA
"4555",4156,7,11,29,37,45
"4556",4157,17,30,NA,NA,NA
"4557",4158,5,31,33,37,42
"4558",44,NA,NA,NA,NA,NA
"4559",4159,21,37,46,NA,NA
"4560",4160,10,17,27,28,48
"4561",49,NA,NA,NA,NA,NA
"4562",4161,15,22,NA,NA,NA
"4563",4162,3,NA,NA,NA,NA
"4564",4163,14,35,42,NA,NA
"4565",4164,14,24,37,NA,NA
"4566",4165,25,39,48,NA,NA
"4567",4166,7,11,37,45,NA
"4568",4167,27,28,44,NA,NA
"4569",4168,14,15,36,44,46
"4570",4169,5,44,NA,NA,NA
"4571",4170,10,14,42,NA,NA
"4572",4171,31,38,NA,NA,NA
"4573",4172,2,9,47,NA,NA
