"","V1","V2","V3","V4","V5","V6","V7","V8"
"5568",5466,4,39,47,NA,NA,NA,NA
"5569",5467,17,29,47,NA,NA,NA,NA
"5570",5468,11,15,20,33,42,NA,NA
"5571",5469,3,19,48,NA,NA,NA,NA
"5572",5470,7,11,37,45,NA,NA,NA
"5573",5471,0,2,46,NA,NA,NA,NA
"5574",5472,4,19,31,NA,NA,NA,NA
"5575",5473,22,NA,NA,NA,NA,NA,NA
"5576",5474,5,19,22,NA,NA,NA,NA
"5577",5475,27,32,40,NA,NA,NA,NA
"5578",5476,11,15,33,34,42,46,NA
"5579",5477,5,10,22,33,39,44,NA
"5580",5478,7,10,15,42,NA,NA,NA
"5581",5479,0,15,23,NA,NA,NA,NA
"5582",5480,0,15,19,23,30,40,NA
"5583",5481,1,19,NA,NA,NA,NA,NA
"5584",5482,33,NA,NA,NA,NA,NA,NA
"5585",5483,4,22,25,38,41,NA,NA
"5586",5484,25,29,NA,NA,NA,NA,NA
"5587",5485,3,5,22,41,NA,NA,NA
"5588",5486,14,41,42,NA,NA,NA,NA
"5589",5487,0,17,35,47,NA,NA,NA
"5590",5488,16,32,45,NA,NA,NA,NA
"5591",5489,8,13,46,NA,NA,NA,NA
"5592",5490,5,23,26,33,42,NA,NA
"5593",5491,3,18,35,NA,NA,NA,NA
"5594",5492,12,31,36,48,NA,NA,NA
"5595",5493,21,22,NA,NA,NA,NA,NA
"5596",5494,5,22,NA,NA,NA,NA,NA
"5597",5495,16,24,43,44,NA,NA,NA
"5598",5496,14,25,44,NA,NA,NA,NA
"5599",5497,27,28,30,NA,NA,NA,NA
"5600",5498,10,21,33,NA,NA,NA,NA
"5601",5499,1,16,20,21,29,35,37
"5602",5500,7,11,37,45,NA,NA,NA
"5603",5501,28,35,NA,NA,NA,NA,NA
"5604",5502,1,33,42,NA,NA,NA,NA
"5605",5503,16,32,45,NA,NA,NA,NA
"5606",5504,5,22,NA,NA,NA,NA,NA
"5607",5505,18,35,NA,NA,NA,NA,NA
"5608",5506,19,36,45,NA,NA,NA,NA
"5609",5507,6,33,42,NA,NA,NA,NA
"5610",5508,27,28,NA,NA,NA,NA,NA
"5611",5509,4,22,29,NA,NA,NA,NA
"5612",5510,4,28,44,NA,NA,NA,NA
"5613",5511,17,47,NA,NA,NA,NA,NA
"5614",5512,7,39,42,NA,NA,NA,NA
"5615",5513,2,24,NA,NA,NA,NA,NA
"5616",5514,24,25,29,NA,NA,NA,NA
"5617",5515,9,11,20,21,40,42,NA
"5618",5516,2,18,25,30,39,NA,NA
"5619",5517,0,27,28,NA,NA,NA,NA
"5620",5518,3,16,26,32,NA,NA,NA
"5621",5519,22,32,49,NA,NA,NA,NA
"5622",5520,23,24,40,41,NA,NA,NA
"5623",5521,3,13,29,NA,NA,NA,NA
"5624",5522,10,17,20,29,31,32,39
"5625",47,NA,NA,NA,NA,NA,NA,NA
"5626",5523,3,8,33,38,NA,NA,NA
"5627",5524,2,26,32,NA,NA,NA,NA
"5628",5525,3,33,42,46,48,NA,NA
"5629",5526,5,22,24,32,NA,NA,NA
"5630",5527,23,24,40,41,NA,NA,NA
"5631",5528,3,18,35,NA,NA,NA,NA
"5632",5529,9,37,48,NA,NA,NA,NA
"5633",5530,4,9,47,NA,NA,NA,NA
"5634",5531,4,27,28,30,41,48,49
"5635",5532,17,29,47,NA,NA,NA,NA
"5636",5533,0,2,46,NA,NA,NA,NA
"5637",5534,20,37,38,44,NA,NA,NA
"5638",5535,7,15,49,NA,NA,NA,NA
"5639",5536,13,18,19,24,NA,NA,NA
"5640",5537,7,10,15,17,49,NA,NA
"5641",5538,14,21,31,35,44,NA,NA
"5642",5539,4,9,21,22,28,NA,NA
"5643",5540,33,42,NA,NA,NA,NA,NA
"5644",5541,14,37,44,NA,NA,NA,NA
"5645",5542,8,21,NA,NA,NA,NA,NA
"5646",5543,5,17,24,43,NA,NA,NA
"5647",5544,4,5,22,NA,NA,NA,NA
"5648",5545,0,2,45,46,NA,NA,NA
"5649",5546,4,9,41,NA,NA,NA,NA
"5650",5547,0,1,2,5,8,43,46
"5651",5548,8,9,33,43,NA,NA,NA
"5652",5549,4,48,NA,NA,NA,NA,NA
"5653",5550,4,9,14,17,NA,NA,NA
"5654",5551,14,44,NA,NA,NA,NA,NA
"5655",5552,9,12,35,NA,NA,NA,NA
"5656",5553,42,48,NA,NA,NA,NA,NA
"5657",5554,5,6,22,NA,NA,NA,NA
"5658",5555,12,31,NA,NA,NA,NA,NA
"5659",5556,18,21,35,NA,NA,NA,NA
"5660",5557,7,11,16,28,37,45,47
"5661",5558,3,11,21,37,49,NA,NA
"5662",5559,1,19,37,41,NA,NA,NA
"5663",5560,32,33,42,NA,NA,NA,NA
"5664",5561,12,31,36,48,NA,NA,NA
"5665",5562,14,44,NA,NA,NA,NA,NA
"5666",5563,7,27,28,NA,NA,NA,NA
"5667",5564,3,18,35,NA,NA,NA,NA
"5668",5565,12,31,36,48,NA,NA,NA
"5669",5566,16,32,40,NA,NA,NA,NA
"5670",5567,23,24,40,41,43,NA,NA
"5671",5568,42,NA,NA,NA,NA,NA,NA
"5672",5569,4,17,24,31,36,NA,NA
"5673",5570,5,16,22,32,NA,NA,NA
"5674",5571,7,11,37,NA,NA,NA,NA
"5675",5572,5,18,23,28,NA,NA,NA
"5676",5573,1,5,18,46,NA,NA,NA
"5677",5574,4,14,44,NA,NA,NA,NA
"5678",5575,21,22,24,46,NA,NA,NA
"5679",5576,5,22,39,46,49,NA,NA
"5680",5577,16,32,45,48,NA,NA,NA
"5681",5578,3,18,35,NA,NA,NA,NA
"5682",5579,17,18,20,NA,NA,NA,NA
"5683",5580,10,24,31,46,NA,NA,NA
"5684",5581,6,25,36,NA,NA,NA,NA
"5685",5582,0,2,4,23,36,46,NA
"5686",5583,9,12,22,29,31,34,44
"5687",5584,2,13,NA,NA,NA,NA,NA
"5688",5585,0,9,21,31,32,34,38
"5689",48,NA,NA,NA,NA,NA,NA,NA
"5690",5586,27,48,NA,NA,NA,NA,NA
"5691",5587,8,14,21,NA,NA,NA,NA
"5692",5588,8,10,30,NA,NA,NA,NA
"5693",5589,0,35,46,NA,NA,NA,NA
"5694",5590,16,18,35,39,NA,NA,NA
"5695",5591,10,24,32,38,NA,NA,NA
"5696",5592,7,NA,NA,NA,NA,NA,NA
"5697",5593,1,19,28,43,NA,NA,NA
"5698",5594,3,18,35,NA,NA,NA,NA
"5699",5595,4,19,21,NA,NA,NA,NA
"5700",5596,1,5,16,31,32,37,41
"5701",5597,23,29,41,NA,NA,NA,NA
"5702",5598,1,43,NA,NA,NA,NA,NA
"5703",5599,7,13,15,18,28,49,NA
"5704",5600,17,46,NA,NA,NA,NA,NA
"5705",5601,2,14,30,NA,NA,NA,NA
"5706",5602,3,16,18,35,NA,NA,NA
"5707",5603,1,9,41,NA,NA,NA,NA
"5708",5604,8,22,29,43,NA,NA,NA
"5709",5605,21,33,39,42,NA,NA,NA
"5710",5606,12,31,36,48,NA,NA,NA
"5711",5607,13,14,30,45,NA,NA,NA
"5712",5608,16,32,40,45,NA,NA,NA
"5713",5609,5,22,29,NA,NA,NA,NA
"5714",5610,3,18,35,NA,NA,NA,NA
"5715",5611,3,18,21,35,NA,NA,NA
"5716",5612,0,46,NA,NA,NA,NA,NA
"5717",5613,12,41,NA,NA,NA,NA,NA
"5718",5614,4,6,8,13,43,NA,NA
"5719",5615,5,12,17,29,33,43,NA
"5720",5616,2,6,33,39,42,NA,NA
"5721",5617,7,15,49,NA,NA,NA,NA
"5722",5618,1,19,33,NA,NA,NA,NA
"5723",5619,23,24,28,40,41,43,NA
"5724",5620,35,NA,NA,NA,NA,NA,NA
"5725",5621,0,2,46,NA,NA,NA,NA
"5726",5622,4,6,41,45,NA,NA,NA
"5727",5623,3,18,35,NA,NA,NA,NA
"5728",5624,0,2,33,39,46,NA,NA
"5729",5625,5,27,28,NA,NA,NA,NA
"5730",5626,17,33,46,47,NA,NA,NA
"5731",5627,27,28,45,NA,NA,NA,NA
"5732",5628,15,23,39,48,NA,NA,NA
"5733",5629,3,32,44,48,NA,NA,NA
"5734",5630,1,20,33,46,NA,NA,NA
"5735",5631,5,22,28,NA,NA,NA,NA
"5736",5632,17,34,43,NA,NA,NA,NA
"5737",5633,2,4,12,NA,NA,NA,NA
"5738",5634,2,9,21,26,48,NA,NA
"5739",5635,3,31,39,42,NA,NA,NA
"5740",5636,1,19,46,NA,NA,NA,NA
"5741",5637,17,29,47,NA,NA,NA,NA
"5742",5638,30,NA,NA,NA,NA,NA,NA
"5743",5639,23,24,40,41,43,NA,NA
"5744",5640,22,24,NA,NA,NA,NA,NA
"5745",5641,17,23,29,37,47,NA,NA
"5746",5642,12,31,36,48,NA,NA,NA
"5747",5643,9,36,42,NA,NA,NA,NA
"5748",5644,16,32,45,NA,NA,NA,NA
"5749",5645,4,9,NA,NA,NA,NA,NA
"5750",5646,22,31,33,42,NA,NA,NA
"5751",5647,29,42,NA,NA,NA,NA,NA
"5752",5648,14,44,NA,NA,NA,NA,NA
"5753",5649,3,21,22,28,29,39,49
"5754",5650,15,49,NA,NA,NA,NA,NA
"5755",5651,8,11,15,44,NA,NA,NA
"5756",5652,23,27,47,NA,NA,NA,NA
"5757",5653,33,42,46,NA,NA,NA,NA
"5758",5654,5,22,NA,NA,NA,NA,NA
"5759",5655,20,30,NA,NA,NA,NA,NA
"5760",5656,24,NA,NA,NA,NA,NA,NA
"5761",5657,22,29,36,48,NA,NA,NA
"5762",5658,8,12,39,41,NA,NA,NA
"5763",5659,1,8,13,16,22,30,33
"5764",42,NA,NA,NA,NA,NA,NA,NA
"5765",5660,5,22,NA,NA,NA,NA,NA
"5766",5661,17,29,44,47,NA,NA,NA
"5767",5662,27,28,41,NA,NA,NA,NA
"5768",5663,1,13,16,19,31,33,NA
"5769",5664,0,3,18,35,NA,NA,NA
"5770",5665,11,31,48,NA,NA,NA,NA
"5771",5666,1,14,20,26,NA,NA,NA
"5772",5667,0,2,46,NA,NA,NA,NA
"5773",5668,3,18,35,NA,NA,NA,NA
"5774",5669,27,28,NA,NA,NA,NA,NA
"5775",5670,12,31,36,48,NA,NA,NA
"5776",5671,21,27,28,NA,NA,NA,NA
"5777",5672,23,24,40,41,43,NA,NA
"5778",5673,16,28,NA,NA,NA,NA,NA
"5779",5674,8,18,19,31,NA,NA,NA
"5780",5675,2,26,48,NA,NA,NA,NA
"5781",5676,3,18,21,29,35,NA,NA
"5782",5677,5,22,41,46,NA,NA,NA
"5783",5678,23,24,40,41,43,NA,NA
"5784",5679,12,24,38,NA,NA,NA,NA
"5785",5680,17,29,47,48,NA,NA,NA
"5786",5681,4,9,26,NA,NA,NA,NA
"5787",5682,3,18,35,NA,NA,NA,NA
"5788",5683,2,8,9,16,NA,NA,NA
"5789",5684,13,23,NA,NA,NA,NA,NA
"5790",5685,2,4,9,12,29,NA,NA
"5791",5686,14,44,NA,NA,NA,NA,NA
"5792",5687,36,38,49,NA,NA,NA,NA
"5793",5688,1,2,5,8,23,38,42
"5794",47,NA,NA,NA,NA,NA,NA,NA
"5795",5689,6,49,NA,NA,NA,NA,NA
"5796",5690,4,9,17,35,38,NA,NA
"5797",5691,5,35,44,NA,NA,NA,NA
"5798",5692,14,44,NA,NA,NA,NA,NA
"5799",5693,0,10,17,26,35,37,40
"5800",42,NA,NA,NA,NA,NA,NA,NA
"5801",5694,16,45,NA,NA,NA,NA,NA
"5802",5695,3,27,28,33,NA,NA,NA
"5803",5696,27,28,31,NA,NA,NA,NA
"5804",5697,2,27,33,NA,NA,NA,NA
"5805",5698,6,11,38,NA,NA,NA,NA
"5806",5699,4,8,19,35,45,NA,NA
"5807",5700,11,NA,NA,NA,NA,NA,NA
"5808",5701,0,47,NA,NA,NA,NA,NA
"5809",5702,13,19,33,42,45,NA,NA
"5810",5703,0,2,46,NA,NA,NA,NA
"5811",5704,18,38,40,NA,NA,NA,NA
"5812",5705,11,19,23,NA,NA,NA,NA
"5813",5706,4,39,NA,NA,NA,NA,NA
"5814",5707,3,18,35,NA,NA,NA,NA
"5815",5708,1,17,49,NA,NA,NA,NA
"5816",5709,7,15,49,NA,NA,NA,NA
"5817",5710,14,44,NA,NA,NA,NA,NA
"5818",5711,1,2,4,13,14,37,NA
"5819",5712,23,24,40,41,43,NA,NA
"5820",5713,23,33,42,45,NA,NA,NA
"5821",5714,4,47,NA,NA,NA,NA,NA
"5822",5715,1,20,NA,NA,NA,NA,NA
"5823",5716,13,16,NA,NA,NA,NA,NA
"5824",5717,14,15,20,31,44,NA,NA
"5825",5718,0,2,46,NA,NA,NA,NA
"5826",5719,5,22,NA,NA,NA,NA,NA
"5827",5720,33,42,NA,NA,NA,NA,NA
"5828",5721,1,19,20,22,NA,NA,NA
"5829",5722,19,33,40,NA,NA,NA,NA
"5830",5723,39,44,48,49,NA,NA,NA
"5831",5724,7,11,37,45,NA,NA,NA
"5832",5725,23,24,40,41,43,NA,NA
"5833",5726,30,46,NA,NA,NA,NA,NA
"5834",5727,24,31,37,40,NA,NA,NA
"5835",5728,4,9,NA,NA,NA,NA,NA
"5836",5729,3,9,17,23,NA,NA,NA
"5837",5730,4,NA,NA,NA,NA,NA,NA
"5838",5731,14,26,44,NA,NA,NA,NA
"5839",5732,3,28,NA,NA,NA,NA,NA
"5840",5733,29,31,32,34,37,NA,NA
"5841",5734,5,15,21,22,24,32,NA
"5842",5735,13,30,37,45,47,NA,NA
"5843",5736,33,42,NA,NA,NA,NA,NA
"5844",5737,15,NA,NA,NA,NA,NA,NA
"5845",5738,27,28,NA,NA,NA,NA,NA
"5846",5739,36,38,NA,NA,NA,NA,NA
"5847",5740,10,19,33,37,42,NA,NA
"5848",5741,1,2,4,14,31,42,NA
"5849",5742,0,5,37,NA,NA,NA,NA
"5850",5743,10,22,33,42,NA,NA,NA
"5851",5744,7,15,30,46,49,NA,NA
"5852",5745,4,9,12,NA,NA,NA,NA
"5853",5746,2,7,14,NA,NA,NA,NA
"5854",5747,17,29,47,NA,NA,NA,NA
"5855",5748,22,28,35,NA,NA,NA,NA
"5856",5749,10,NA,NA,NA,NA,NA,NA
"5857",5750,14,44,NA,NA,NA,NA,NA
"5858",5751,4,8,16,19,32,43,NA
"5859",5752,13,16,23,24,33,37,40
"5860",41,NA,NA,NA,NA,NA,NA,NA
"5861",5753,7,15,44,NA,NA,NA,NA
"5862",5754,2,4,6,16,24,29,47
"5863",5755,4,6,9,20,30,39,41
"5864",5756,5,9,NA,NA,NA,NA,NA
"5865",5757,10,37,NA,NA,NA,NA,NA
"5866",5758,23,24,40,41,43,NA,NA
"5867",5759,24,27,46,48,NA,NA,NA
"5868",5760,7,10,45,NA,NA,NA,NA
"5869",5761,1,6,16,32,45,NA,NA
"5870",5762,5,9,25,36,NA,NA,NA
"5871",5763,7,28,43,NA,NA,NA,NA
"5872",5764,19,24,NA,NA,NA,NA,NA
"5873",5765,4,9,NA,NA,NA,NA,NA
"5874",5766,22,33,36,40,NA,NA,NA
"5875",5767,12,16,23,32,36,38,NA
"5876",5768,1,9,45,NA,NA,NA,NA
"5877",5769,3,14,15,18,22,29,32
"5878",35,NA,NA,NA,NA,NA,NA,NA
"5879",5770,14,NA,NA,NA,NA,NA,NA
"5880",5771,0,16,18,49,NA,NA,NA
"5881",5772,3,18,35,NA,NA,NA,NA
"5882",5773,7,13,25,NA,NA,NA,NA
"5883",5774,12,40,44,NA,NA,NA,NA
"5884",5775,5,6,34,NA,NA,NA,NA
"5885",5776,13,14,19,23,42,43,NA
"5886",5777,3,5,17,26,37,NA,NA
"5887",5778,3,29,31,NA,NA,NA,NA
"5888",5779,8,10,27,28,36,NA,NA
"5889",5780,0,2,46,NA,NA,NA,NA
"5890",5781,17,29,47,NA,NA,NA,NA
"5891",5782,23,24,40,41,43,NA,NA
"5892",5783,26,45,NA,NA,NA,NA,NA
"5893",5784,16,32,45,NA,NA,NA,NA
"5894",5785,1,5,47,NA,NA,NA,NA
"5895",5786,27,28,46,NA,NA,NA,NA
"5896",5787,1,19,NA,NA,NA,NA,NA
"5897",5788,27,28,NA,NA,NA,NA,NA
"5898",5789,4,29,46,48,NA,NA,NA
"5899",5790,9,10,13,16,21,28,39
"5900",44,NA,NA,NA,NA,NA,NA,NA
"5901",5791,7,30,43,NA,NA,NA,NA
"5902",5792,5,13,22,NA,NA,NA,NA
"5903",5793,7,15,40,49,NA,NA,NA
"5904",5794,3,18,35,NA,NA,NA,NA
"5905",5795,0,10,11,27,28,36,37
"5906",48,NA,NA,NA,NA,NA,NA,NA
"5907",5796,5,22,NA,NA,NA,NA,NA
"5908",5797,0,2,46,NA,NA,NA,NA
"5909",5798,21,43,NA,NA,NA,NA,NA
"5910",5799,0,14,38,46,NA,NA,NA
"5911",5800,3,18,35,NA,NA,NA,NA
"5912",5801,17,25,46,NA,NA,NA,NA
"5913",5802,6,14,27,33,42,NA,NA
"5914",5803,10,23,44,NA,NA,NA,NA
"5915",5804,33,42,NA,NA,NA,NA,NA
"5916",5805,16,32,45,NA,NA,NA,NA
"5917",5806,1,6,19,21,32,NA,NA
"5918",5807,16,30,37,49,NA,NA,NA
"5919",5808,23,27,NA,NA,NA,NA,NA
"5920",5809,22,23,31,NA,NA,NA,NA
"5921",5810,8,11,23,35,37,NA,NA
"5922",5811,7,37,43,NA,NA,NA,NA
"5923",5812,14,27,28,31,35,47,NA
"5924",5813,2,38,NA,NA,NA,NA,NA
"5925",5814,1,10,15,34,NA,NA,NA
"5926",5815,14,19,44,NA,NA,NA,NA
"5927",5816,0,3,4,9,15,26,38
"5928",40,NA,NA,NA,NA,NA,NA,NA
"5929",5817,38,41,45,49,NA,NA,NA
"5930",5818,4,12,17,20,21,31,38
"5931",5819,5,22,NA,NA,NA,NA,NA
"5932",5820,36,41,NA,NA,NA,NA,NA
"5933",5821,5,10,22,NA,NA,NA,NA
"5934",5822,17,29,47,NA,NA,NA,NA
"5935",5823,17,23,27,28,NA,NA,NA
"5936",5824,2,26,30,NA,NA,NA,NA
"5937",5825,0,10,36,49,NA,NA,NA
"5938",5826,7,15,NA,NA,NA,NA,NA
"5939",5827,7,11,37,45,NA,NA,NA
"5940",5828,14,24,NA,NA,NA,NA,NA
"5941",5829,1,7,14,NA,NA,NA,NA
"5942",5830,7,15,22,37,49,NA,NA
"5943",5831,0,35,45,NA,NA,NA,NA
"5944",5832,12,14,18,20,45,NA,NA
"5945",5833,5,14,22,24,NA,NA,NA
"5946",5834,27,28,NA,NA,NA,NA,NA
"5947",5835,14,NA,NA,NA,NA,NA,NA
"5948",5836,14,44,NA,NA,NA,NA,NA
"5949",5837,14,33,44,NA,NA,NA,NA
"5950",5838,22,NA,NA,NA,NA,NA,NA
"5951",5839,1,16,18,19,23,35,NA
"5952",5840,0,1,5,10,26,27,30
"5953",5841,0,2,46,NA,NA,NA,NA
"5954",5842,7,11,37,NA,NA,NA,NA
"5955",5843,16,32,45,NA,NA,NA,NA
"5956",5844,14,29,38,44,NA,NA,NA
"5957",5845,4,16,18,20,40,45,NA
"5958",5846,20,NA,NA,NA,NA,NA,NA
"5959",5847,2,8,15,26,37,NA,NA
"5960",5848,32,33,NA,NA,NA,NA,NA
"5961",5849,15,20,25,29,41,48,49
"5962",5850,11,33,42,NA,NA,NA,NA
"5963",5851,7,29,35,37,38,NA,NA
"5964",5852,14,27,40,NA,NA,NA,NA
"5965",5853,3,18,35,NA,NA,NA,NA
"5966",5854,3,14,NA,NA,NA,NA,NA
"5967",5855,4,9,46,NA,NA,NA,NA
"5968",5856,18,32,34,35,NA,NA,NA
"5969",5857,23,24,40,41,NA,NA,NA
"5970",5858,33,42,NA,NA,NA,NA,NA
"5971",5859,1,NA,NA,NA,NA,NA,NA
"5972",5860,20,28,44,NA,NA,NA,NA
"5973",5861,42,45,NA,NA,NA,NA,NA
"5974",5862,9,13,14,32,37,44,NA
"5975",5863,17,29,47,NA,NA,NA,NA
"5976",5864,1,10,15,NA,NA,NA,NA
"5977",5865,5,22,NA,NA,NA,NA,NA
"5978",5866,25,40,42,NA,NA,NA,NA
"5979",5867,4,9,32,46,NA,NA,NA
"5980",5868,13,16,34,36,44,NA,NA
"5981",5869,16,27,28,NA,NA,NA,NA
"5982",5870,0,2,46,NA,NA,NA,NA
"5983",5871,12,31,36,48,NA,NA,NA
"5984",5872,23,24,40,41,43,NA,NA
"5985",5873,6,13,15,NA,NA,NA,NA
"5986",5874,0,2,46,NA,NA,NA,NA
"5987",5875,12,14,19,22,28,32,38
"5988",45,NA,NA,NA,NA,NA,NA,NA
"5989",5876,9,46,NA,NA,NA,NA,NA
"5990",5877,1,19,NA,NA,NA,NA,NA
"5991",5878,16,17,28,NA,NA,NA,NA
"5992",5879,10,25,30,NA,NA,NA,NA
"5993",5880,33,34,NA,NA,NA,NA,NA
"5994",5881,17,29,39,NA,NA,NA,NA
"5995",5882,17,48,NA,NA,NA,NA,NA
"5996",5883,7,11,37,45,NA,NA,NA
"5997",5884,11,23,26,38,46,NA,NA
"5998",5885,1,19,NA,NA,NA,NA,NA
"5999",5886,11,30,NA,NA,NA,NA,NA
"6000",5887,3,18,35,NA,NA,NA,NA
"6001",5888,14,44,NA,NA,NA,NA,NA
"6002",5889,0,8,11,33,37,39,46
"6003",5890,5,7,9,37,42,NA,NA
"6004",5891,8,13,23,45,NA,NA,NA
"6005",5892,33,42,NA,NA,NA,NA,NA
"6006",5893,16,32,45,NA,NA,NA,NA
"6007",5894,27,39,NA,NA,NA,NA,NA
"6008",5895,21,33,39,NA,NA,NA,NA
"6009",5896,0,22,46,NA,NA,NA,NA
"6010",5897,10,31,38,NA,NA,NA,NA
"6011",5898,22,24,32,41,NA,NA,NA
"6012",5899,6,7,15,NA,NA,NA,NA
"6013",5900,5,44,NA,NA,NA,NA,NA
"6014",5901,13,14,15,20,NA,NA,NA
"6015",5902,23,30,NA,NA,NA,NA,NA
"6016",5903,23,24,40,41,43,NA,NA
"6017",5904,21,24,26,30,32,33,NA
"6018",5905,30,32,38,40,NA,NA,NA
"6019",5906,7,15,NA,NA,NA,NA,NA
"6020",5907,16,32,45,NA,NA,NA,NA
"6021",5908,3,20,23,35,NA,NA,NA
"6022",5909,18,27,28,38,NA,NA,NA
"6023",5910,5,20,22,25,34,NA,NA
"6024",5911,0,45,NA,NA,NA,NA,NA
"6025",5912,3,18,35,39,NA,NA,NA
"6026",5913,5,13,16,22,NA,NA,NA
"6027",5914,18,33,42,NA,NA,NA,NA
"6028",5915,1,15,19,28,44,NA,NA
"6029",5916,16,32,35,45,NA,NA,NA
"6030",5917,16,18,21,22,24,41,48
"6031",5918,4,5,11,26,38,43,44
"6032",45,NA,NA,NA,NA,NA,NA,NA
"6033",5919,5,9,13,14,21,22,28
"6034",5920,1,19,40,48,NA,NA,NA
"6035",5921,23,24,40,41,NA,NA,NA
"6036",5922,29,NA,NA,NA,NA,NA,NA
"6037",5923,16,29,32,45,47,NA,NA
"6038",5924,24,25,NA,NA,NA,NA,NA
"6039",5925,4,30,45,47,NA,NA,NA
"6040",5926,25,30,40,NA,NA,NA,NA
"6041",5927,14,21,24,33,43,45,NA
"6042",5928,16,32,45,NA,NA,NA,NA
"6043",5929,23,24,40,41,43,NA,NA
"6044",5930,4,9,18,29,47,NA,NA
"6045",5931,7,11,37,45,NA,NA,NA
"6046",5932,2,5,7,22,28,34,NA
"6047",5933,0,2,46,NA,NA,NA,NA
"6048",5934,14,37,44,45,NA,NA,NA
"6049",5935,9,33,41,42,NA,NA,NA
"6050",5936,12,13,17,31,36,48,NA
"6051",5937,8,31,33,42,NA,NA,NA
"6052",5938,4,9,NA,NA,NA,NA,NA
"6053",5939,1,3,5,22,34,NA,NA
"6054",5940,7,15,49,NA,NA,NA,NA
"6055",5941,36,47,NA,NA,NA,NA,NA
"6056",5942,2,NA,NA,NA,NA,NA,NA
"6057",5943,3,43,48,NA,NA,NA,NA
"6058",5944,7,15,49,NA,NA,NA,NA
"6059",5945,6,9,13,21,38,NA,NA
"6060",5946,4,9,25,NA,NA,NA,NA
"6061",5947,18,21,22,26,33,NA,NA
"6062",5948,14,16,19,32,NA,NA,NA
"6063",5949,3,18,21,33,35,41,47
"6064",5950,7,11,37,45,NA,NA,NA
"6065",5951,7,11,37,45,NA,NA,NA
"6066",5952,13,34,NA,NA,NA,NA,NA
"6067",5953,34,35,47,NA,NA,NA,NA
"6068",5954,33,NA,NA,NA,NA,NA,NA
"6069",5955,30,35,NA,NA,NA,NA,NA
"6070",5956,4,8,13,14,21,28,33
"6071",37,NA,NA,NA,NA,NA,NA,NA
"6072",5957,23,NA,NA,NA,NA,NA,NA
"6073",5958,1,11,39,NA,NA,NA,NA
"6074",5959,16,32,45,NA,NA,NA,NA
"6075",5960,3,18,35,NA,NA,NA,NA
"6076",5961,14,30,42,NA,NA,NA,NA
"6077",5962,33,42,NA,NA,NA,NA,NA
"6078",5963,12,16,NA,NA,NA,NA,NA
"6079",5964,5,22,NA,NA,NA,NA,NA
"6080",5965,16,32,45,NA,NA,NA,NA
"6081",5966,33,42,NA,NA,NA,NA,NA
"6082",5967,1,19,49,NA,NA,NA,NA
"6083",5968,10,11,15,NA,NA,NA,NA
"6084",5969,23,32,49,NA,NA,NA,NA
"6085",5970,11,26,48,NA,NA,NA,NA
"6086",5971,2,5,29,33,42,NA,NA
"6087",5972,5,22,NA,NA,NA,NA,NA
"6088",5973,3,15,18,35,NA,NA,NA
"6089",5974,33,42,NA,NA,NA,NA,NA
"6090",5975,23,24,40,41,43,NA,NA
"6091",5976,15,33,42,NA,NA,NA,NA
"6092",5977,7,15,45,49,NA,NA,NA
"6093",5978,2,33,42,NA,NA,NA,NA
"6094",5979,2,40,NA,NA,NA,NA,NA
"6095",5980,3,10,14,44,NA,NA,NA
"6096",5981,7,11,37,NA,NA,NA,NA
"6097",5982,5,22,NA,NA,NA,NA,NA
"6098",5983,20,33,42,49,NA,NA,NA
"6099",5984,4,9,NA,NA,NA,NA,NA
"6100",5985,16,32,45,NA,NA,NA,NA
"6101",5986,17,40,42,NA,NA,NA,NA
"6102",5987,4,14,42,NA,NA,NA,NA
"6103",5988,7,20,32,NA,NA,NA,NA
"6104",5989,27,28,NA,NA,NA,NA,NA
"6105",5990,12,19,28,29,NA,NA,NA
"6106",5991,27,28,NA,NA,NA,NA,NA
"6107",5992,1,11,17,19,31,35,39
"6108",5993,15,19,26,30,NA,NA,NA
"6109",5994,5,19,33,42,NA,NA,NA
"6110",5995,7,14,NA,NA,NA,NA,NA
"6111",5996,4,8,18,NA,NA,NA,NA
"6112",5997,4,16,17,32,36,43,NA
"6113",5998,12,31,35,36,48,NA,NA
"6114",5999,8,28,38,NA,NA,NA,NA
"6115",6000,4,9,36,NA,NA,NA,NA
"6116",6001,0,2,8,23,46,NA,NA
"6117",6002,3,4,9,NA,NA,NA,NA
"6118",6003,30,42,NA,NA,NA,NA,NA
"6119",6004,32,35,42,NA,NA,NA,NA
"6120",6005,46,NA,NA,NA,NA,NA,NA
"6121",6006,24,37,40,43,45,48,NA
"6122",6007,14,16,18,NA,NA,NA,NA
"6123",6008,12,31,36,48,NA,NA,NA
"6124",6009,6,19,39,NA,NA,NA,NA
"6125",6010,5,9,18,NA,NA,NA,NA
"6126",6011,4,9,18,34,NA,NA,NA
"6127",6012,22,30,37,42,43,44,NA
"6128",6013,14,17,44,48,NA,NA,NA
"6129",6014,26,27,28,30,49,NA,NA
"6130",6015,1,15,19,27,NA,NA,NA
"6131",6016,4,35,40,47,NA,NA,NA
"6132",6017,20,24,29,44,46,49,NA
"6133",6018,0,7,25,NA,NA,NA,NA
"6134",6019,30,41,49,NA,NA,NA,NA
"6135",6020,27,28,NA,NA,NA,NA,NA
"6136",6021,1,12,16,NA,NA,NA,NA
