"","V1","V2","V3","V4","V5"
"8507",7004,5,28,33,44
"8508",47,48,NA,NA,NA
"8509",7005,0,2,46,NA
"8510",7006,14,17,37,44
"8511",7007,5,22,37,NA
"8512",7008,12,31,36,NA
"8513",7009,0,1,46,NA
"8514",7010,0,46,NA,NA
"8515",7011,3,18,35,42
"8516",7012,14,44,NA,NA
"8517",7013,4,9,48,NA
"8518",7014,2,5,16,20
"8519",22,NA,NA,NA,NA
"8520",7015,7,11,37,45
"8521",7016,0,1,2,7
"8522",33,40,46,NA,NA
"8523",7017,16,32,45,NA
"8524",7018,5,9,18,35
"8525",39,48,NA,NA,NA
"8526",7019,19,37,NA,NA
"8527",7020,14,NA,NA,NA
"8528",7021,38,NA,NA,NA
"8529",7022,7,15,28,31
"8530",7023,8,31,40,41
"8531",46,NA,NA,NA,NA
"8532",7024,9,16,24,NA
"8533",7025,4,9,44,NA
"8534",7026,7,11,37,41
"8535",7027,12,31,36,40
"8536",48,NA,NA,NA,NA
"8537",7028,2,3,13,16
"8538",7029,14,23,30,40
"8539",7030,4,9,NA,NA
"8540",7031,19,22,31,35
"8541",38,NA,NA,NA,NA
"8542",7032,1,2,20,32
"8543",41,NA,NA,NA,NA
"8544",7033,19,25,34,NA
"8545",7034,23,46,NA,NA
"8546",7035,1,16,23,30
"8547",33,NA,NA,NA,NA
"8548",7036,16,25,27,28
"8549",36,49,NA,NA,NA
"8550",7037,1,19,34,43
"8551",7038,29,33,42,NA
"8552",7039,16,32,45,NA
"8553",7040,1,19,45,NA
"8554",7041,4,17,35,NA
"8555",7042,9,44,NA,NA
"8556",7043,27,28,NA,NA
"8557",7044,0,2,46,NA
"8558",7045,12,31,36,48
"8559",7046,2,5,NA,NA
"8560",7047,23,24,40,41
"8561",43,NA,NA,NA,NA
"8562",7048,8,22,30,36
"8563",37,39,41,45,NA
"8564",7049,19,24,49,NA
"8565",7050,8,27,28,35
"8566",36,NA,NA,NA,NA
"8567",7051,17,29,47,NA
"8568",7052,16,32,45,NA
"8569",7053,32,48,NA,NA
"8570",7054,0,3,20,22
"8571",29,30,37,44,NA
"8572",7055,12,26,27,28
"8573",31,NA,NA,NA,NA
"8574",7056,4,9,NA,NA
"8575",7057,34,37,NA,NA
"8576",7058,4,12,35,49
"8577",7059,1,14,34,48
"8578",7060,4,20,31,39
"8579",7061,1,17,19,28
"8580",40,48,NA,NA,NA
"8581",7062,5,7,21,42
"8582",7063,17,29,47,49
"8583",7064,7,35,40,NA
"8584",7065,16,32,45,NA
"8585",7066,20,27,28,39
"8586",7067,24,29,35,42
"8587",44,NA,NA,NA,NA
"8588",7068,22,26,41,49
"8589",7069,4,9,NA,NA
"8590",7070,7,11,37,45
"8591",7071,22,NA,NA,NA
"8592",7072,26,29,NA,NA
"8593",7073,5,18,23,29
"8594",30,NA,NA,NA,NA
"8595",7074,33,42,NA,NA
"8596",7075,7,15,37,49
"8597",7076,4,9,17,26
"8598",30,42,NA,NA,NA
"8599",7077,30,43,NA,NA
"8600",7078,7,20,24,27
"8601",28,44,47,NA,NA
"8602",7079,20,30,NA,NA
"8603",7080,17,29,41,47
"8604",7081,14,15,34,44
"8605",7082,7,15,49,NA
"8606",7083,12,16,NA,NA
"8607",7084,4,17,29,NA
"8608",7085,0,2,46,NA
"8609",7086,4,11,35,NA
"8610",7087,7,15,41,NA
"8611",7088,10,12,37,NA
"8612",7089,24,39,44,46
"8613",7090,33,41,42,NA
"8614",7091,12,31,36,48
"8615",7092,14,21,28,NA
"8616",7093,7,11,37,45
"8617",7094,3,13,38,NA
"8618",7095,48,NA,NA,NA
"8619",7096,20,21,37,49
"8620",7097,14,18,20,27
"8621",35,NA,NA,NA,NA
"8622",7098,3,13,18,35
"8623",42,NA,NA,NA,NA
"8624",7099,33,42,NA,NA
"8625",7100,5,21,27,NA
"8626",7101,4,42,46,NA
"8627",7102,9,16,27,28
"8628",29,30,44,NA,NA
"8629",7103,3,18,35,NA
"8630",7104,8,23,NA,NA
"8631",7105,11,23,32,45
"8632",7106,27,28,44,NA
"8633",7107,1,6,19,37
"8634",7108,1,9,17,19
"8635",7109,1,9,30,35
"8636",7110,1,6,20,44
"8637",7111,11,29,45,NA
"8638",7112,24,28,37,NA
"8639",7113,33,42,NA,NA
"8640",7114,7,15,46,49
"8641",7115,4,14,17,33
"8642",44,NA,NA,NA,NA
"8643",7116,16,23,48,NA
"8644",7117,3,6,17,22
"8645",27,40,NA,NA,NA
"8646",7118,31,33,36,40
"8647",7119,1,3,6,19
"8648",41,NA,NA,NA,NA
"8649",7120,16,32,45,NA
"8650",7121,1,35,44,NA
"8651",7122,8,19,33,NA
"8652",7123,0,32,NA,NA
"8653",7124,3,32,46,49
"8654",7125,17,29,47,NA
"8655",7126,16,32,49,NA
"8656",7127,3,28,33,42
"8657",7128,5,22,NA,NA
"8658",7129,0,2,46,NA
"8659",7130,2,30,42,48
"8660",7131,11,23,27,32
"8661",7132,7,30,36,48
"8662",7133,16,32,45,NA
"8663",7134,42,NA,NA,NA
"8664",7135,12,31,36,48
"8665",7136,2,27,28,NA
"8666",7137,1,8,11,22
"8667",27,28,32,NA,NA
"8668",7138,23,24,40,41
"8669",43,45,NA,NA,NA
"8670",7139,1,NA,NA,NA
"8671",7140,7,11,37,45
"8672",7141,10,11,16,21
"8673",32,45,46,NA,NA
"8674",7142,2,3,37,NA
"8675",7143,4,5,9,27
"8676",7144,16,32,45,NA
"8677",7145,7,11,37,NA
"8678",7146,23,24,40,41
"8679",43,NA,NA,NA,NA
"8680",7147,9,17,30,42
"8681",49,NA,NA,NA,NA
"8682",7148,17,29,47,NA
"8683",7149,5,29,45,NA
"8684",7150,1,19,NA,NA
"8685",7151,17,29,47,NA
"8686",7152,3,39,41,NA
"8687",7153,14,21,37,NA
"8688",7154,16,32,45,NA
"8689",7155,4,9,11,19
"8690",36,40,NA,NA,NA
"8691",7156,7,11,37,45
"8692",7157,27,28,NA,NA
"8693",7158,0,NA,NA,NA
"8694",7159,11,27,28,NA
"8695",7160,12,31,36,NA
"8696",7161,8,9,11,33
"8697",38,40,42,NA,NA
"8698",7162,19,29,34,NA
"8699",7163,9,30,NA,NA
"8700",7164,3,18,35,NA
"8701",7165,6,27,31,40
"8702",49,NA,NA,NA,NA
"8703",7166,5,22,43,NA
"8704",7167,7,11,37,45
"8705",7168,0,19,34,46
"8706",7169,8,20,34,41
"8707",47,49,NA,NA,NA
"8708",7170,6,21,43,49
"8709",7171,16,NA,NA,NA
"8710",7172,35,38,42,NA
"8711",7173,7,15,49,NA
"8712",7174,3,9,16,17
"8713",18,25,35,NA,NA
"8714",7175,45,46,47,NA
"8715",7176,7,10,15,16
"8716",24,49,NA,NA,NA
"8717",7177,23,24,40,41
"8718",43,NA,NA,NA,NA
"8719",7178,16,17,39,NA
"8720",7179,23,24,40,41
"8721",43,NA,NA,NA,NA
"8722",7180,27,31,49,NA
"8723",7181,4,17,23,25
"8724",31,38,39,NA,NA
"8725",7182,33,42,NA,NA
"8726",7183,5,17,29,47
"8727",7184,0,32,42,45
"8728",7185,22,42,NA,NA
"8729",7186,16,24,32,45
"8730",7187,17,24,41,NA
"8731",7188,12,44,46,NA
"8732",7189,4,9,NA,NA
"8733",7190,16,27,28,NA
"8734",7191,17,18,35,NA
"8735",7192,14,44,NA,NA
"8736",7193,4,8,18,29
"8737",31,41,NA,NA,NA
"8738",7194,11,14,26,45
"8739",49,NA,NA,NA,NA
"8740",7195,3,18,35,NA
"8741",7196,1,3,9,14
"8742",19,24,48,NA,NA
"8743",7197,17,29,35,37
"8744",47,NA,NA,NA,NA
"8745",7198,3,18,35,NA
"8746",7199,10,24,29,37
"8747",44,NA,NA,NA,NA
"8748",7200,0,4,23,46
"8749",7201,17,29,47,NA
"8750",7202,14,19,36,44
"8751",7203,16,33,42,NA
"8752",7204,5,7,20,22
"8753",25,44,NA,NA,NA
"8754",7205,6,19,22,38
"8755",7206,5,32,NA,NA
"8756",7207,8,32,33,34
"8757",37,40,41,NA,NA
"8758",7208,8,13,20,NA
"8759",7209,43,44,NA,NA
"8760",7210,18,27,28,NA
"8761",7211,7,15,49,NA
"8762",7212,2,6,10,42
"8763",7213,17,29,47,NA
"8764",7214,4,5,18,22
"8765",30,35,NA,NA,NA
"8766",7215,12,31,36,48
"8767",7216,27,28,34,36
"8768",7217,3,7,15,36
"8769",38,43,NA,NA,NA
"8770",7218,33,42,NA,NA
"8771",7219,3,18,35,NA
"8772",7220,4,7,12,14
"8773",41,NA,NA,NA,NA
"8774",7221,16,32,45,NA
"8775",7222,0,2,46,NA
"8776",7223,7,15,NA,NA
"8777",7224,30,33,NA,NA
"8778",7225,7,15,36,NA
"8779",7226,7,15,49,NA
"8780",7227,18,26,33,42
"8781",7228,17,25,29,47
"8782",7229,10,12,26,31
"8783",34,36,48,NA,NA
"8784",7230,1,23,28,NA
"8785",7231,6,31,39,43
"8786",48,NA,NA,NA,NA
"8787",7232,17,29,47,NA
"8788",7233,1,27,28,NA
"8789",7234,7,11,37,45
"8790",7235,12,31,36,48
"8791",7236,0,2,46,NA
"8792",7237,14,26,44,NA
"8793",7238,15,16,29,42
"8794",7239,16,32,45,NA
"8795",7240,7,11,37,45
"8796",7241,13,33,42,NA
"8797",7242,0,1,19,21
"8798",22,NA,NA,NA,NA
"8799",7243,7,11,37,45
"8800",7244,5,22,NA,NA
"8801",7245,9,26,27,31
"8802",42,NA,NA,NA,NA
"8803",7246,1,NA,NA,NA
"8804",7247,28,30,NA,NA
"8805",7248,5,22,23,NA
"8806",7249,1,7,45,NA
"8807",7250,17,33,42,NA
"8808",7251,7,11,15,49
"8809",7252,3,11,24,37
"8810",41,42,47,NA,NA
"8811",7253,0,2,46,NA
"8812",7254,18,35,NA,NA
"8813",7255,18,30,31,35
"8814",7256,0,2,30,46
"8815",7257,22,24,NA,NA
"8816",7258,1,7,16,21
"8817",23,49,NA,NA,NA
"8818",7259,12,NA,NA,NA
"8819",7260,0,9,14,46
"8820",7261,11,21,26,NA
"8821",7262,7,15,48,49
"8822",7263,3,18,35,NA
"8823",7264,5,14,19,28
"8824",38,45,NA,NA,NA
"8825",7265,5,13,21,NA
"8826",7266,8,NA,NA,NA
"8827",7267,7,15,49,NA
"8828",7268,10,20,42,NA
"8829",7269,0,7,10,20
"8830",21,38,45,49,NA
"8831",7270,4,12,20,23
"8832",25,47,NA,NA,NA
"8833",7271,0,12,26,47
"8834",7272,17,18,29,47
"8835",7273,3,4,18,20
"8836",35,NA,NA,NA,NA
"8837",7274,8,32,34,46
"8838",7275,14,27,28,31
"8839",42,NA,NA,NA,NA
"8840",7276,3,18,35,NA
"8841",7277,4,14,23,30
"8842",7278,3,18,35,NA
"8843",7279,6,39,NA,NA
"8844",7280,34,42,NA,NA
"8845",7281,4,5,9,17
"8846",7282,0,19,NA,NA
"8847",7283,5,12,15,22
"8848",32,41,NA,NA,NA
"8849",7284,1,9,19,22
"8850",35,47,NA,NA,NA
"8851",7285,0,2,46,NA
"8852",7286,8,29,35,NA
"8853",7287,5,22,NA,NA
"8854",7288,0,31,NA,NA
"8855",7289,2,12,14,43
"8856",44,NA,NA,NA,NA
"8857",7290,5,22,48,NA
"8858",7291,7,11,37,45
"8859",7292,16,32,39,45
"8860",7293,16,27,28,34
"8861",37,43,44,NA,NA
"8862",7294,12,40,NA,NA
"8863",7295,12,31,36,48
"8864",7296,22,24,29,NA
"8865",7297,2,12,46,NA
"8866",7298,7,10,18,19
"8867",20,38,49,NA,NA
"8868",7299,11,17,18,21
"8869",22,NA,NA,NA,NA
"8870",7300,4,14,16,24
"8871",34,NA,NA,NA,NA
"8872",7301,13,22,45,NA
"8873",7302,2,31,45,NA
"8874",7303,3,6,36,43
"8875",7304,23,30,42,NA
"8876",7305,5,16,22,49
"8877",7306,13,20,NA,NA
"8878",7307,11,18,35,NA
"8879",7308,1,25,32,NA
"8880",7309,3,18,35,42
"8881",7310,16,49,NA,NA
"8882",7311,11,24,36,NA
"8883",7312,14,29,41,44
"8884",7313,4,18,25,NA
"8885",7314,23,24,40,41
"8886",7315,3,10,18,26
"8887",35,NA,NA,NA,NA
"8888",7316,3,18,31,35
"8889",40,NA,NA,NA,NA
"8890",7317,0,2,46,NA
"8891",7318,17,47,48,NA
"8892",7319,16,32,45,NA
"8893",7320,0,2,4,15
"8894",7321,2,9,25,NA
"8895",7322,14,24,25,27
"8896",30,NA,NA,NA,NA
"8897",7323,29,32,34,45
"8898",7324,6,13,20,23
"8899",26,27,34,NA,NA
"8900",7325,4,9,NA,NA
"8901",7326,11,24,28,NA
"8902",7327,5,11,22,25
"8903",44,45,NA,NA,NA
"8904",7328,5,22,NA,NA
"8905",7329,4,21,33,NA
"8906",7330,2,19,21,40
"8907",7331,0,2,15,37
"8908",7332,36,44,NA,NA
"8909",7333,7,11,29,37
"8910",45,NA,NA,NA,NA
"8911",7334,28,40,49,NA
"8912",7335,43,NA,NA,NA
"8913",7336,8,16,24,NA
"8914",7337,5,22,32,NA
"8915",7338,21,27,28,45
"8916",49,NA,NA,NA,NA
"8917",7339,10,15,47,NA
"8918",7340,23,NA,NA,NA
"8919",7341,13,32,NA,NA
"8920",7342,33,40,41,49
"8921",7343,3,18,24,35
"8922",7344,0,3,8,33
"8923",42,NA,NA,NA,NA
"8924",7345,46,NA,NA,NA
"8925",7346,12,31,36,37
"8926",48,NA,NA,NA,NA
"8927",7347,16,32,45,NA
"8928",7348,3,16,27,28
"8929",38,NA,NA,NA,NA
"8930",7349,5,22,33,46
"8931",7350,9,24,44,NA
"8932",7351,17,42,49,NA
"8933",7352,1,14,46,NA
"8934",7353,7,11,37,45
"8935",7354,6,25,46,NA
"8936",7355,6,8,28,33
"8937",42,NA,NA,NA,NA
"8938",7356,4,16,27,28
"8939",7357,3,18,35,NA
"8940",7358,7,11,37,45
"8941",7359,19,31,45,NA
"8942",7360,16,27,32,45
"8943",7361,23,24,40,41
"8944",43,NA,NA,NA,NA
"8945",7362,33,39,NA,NA
"8946",7363,11,NA,NA,NA
"8947",7364,3,18,35,NA
"8948",7365,5,17,29,47
"8949",7366,3,32,40,NA
"8950",7367,1,4,21,NA
"8951",7368,3,18,35,44
"8952",7369,28,NA,NA,NA
"8953",7370,7,15,16,19
"8954",7371,16,23,26,27
"8955",32,43,45,NA,NA
"8956",7372,23,24,40,41
"8957",43,NA,NA,NA,NA
"8958",7373,33,42,NA,NA
"8959",7374,3,7,13,19
"8960",27,43,NA,NA,NA
"8961",7375,16,37,46,NA
"8962",7376,6,21,35,NA
"8963",7377,25,34,39,43
"8964",45,NA,NA,NA,NA
"8965",7378,19,20,39,NA
"8966",7379,12,36,49,NA
"8967",7380,9,17,35,NA
"8968",7381,0,2,46,NA
"8969",7382,5,14,16,17
"8970",22,NA,NA,NA,NA
"8971",7383,1,18,19,NA
"8972",7384,8,14,18,22
"8973",25,40,44,NA,NA
"8974",7385,12,19,26,41
"8975",7386,4,9,10,NA
"8976",7387,9,26,32,38
"8977",7388,0,2,46,NA
"8978",7389,3,18,35,NA
"8979",7390,11,14,37,NA
"8980",7391,11,21,29,33
"8981",7392,8,19,33,48
"8982",7393,5,15,36,NA
"8983",7394,1,19,31,NA
"8984",7395,5,6,15,33
"8985",42,NA,NA,NA,NA
"8986",7396,4,43,NA,NA
"8987",7397,4,5,14,16
"8988",22,27,NA,NA,NA
"8989",7398,16,32,45,NA
"8990",7399,38,45,NA,NA
"8991",7400,7,11,37,45
"8992",7401,5,27,36,NA
"8993",7402,1,27,32,43
"8994",46,NA,NA,NA,NA
"8995",7403,7,11,37,45
"8996",7404,18,35,NA,NA
"8997",7405,7,11,37,45
"8998",7406,20,26,35,NA
"8999",7407,0,2,46,NA
"9000",7408,3,9,23,32
"9001",7409,27,28,NA,NA
"9002",7410,22,31,44,NA
"9003",7411,0,10,NA,NA
"9004",7412,1,19,NA,NA
"9005",7413,28,38,40,NA
"9006",7414,20,29,30,33
"9007",7415,28,31,44,47
"9008",7416,4,9,13,NA
"9009",7417,3,13,NA,NA
"9010",7418,2,7,31,NA
"9011",7419,9,16,32,45
"9012",7420,3,18,35,NA
"9013",7421,7,20,33,42
"9014",7422,1,19,25,44
"9015",7423,33,42,NA,NA
"9016",7424,9,11,15,17
"9017",22,24,45,NA,NA
"9018",7425,4,8,35,47
"9019",7426,8,26,27,30
"9020",47,NA,NA,NA,NA
"9021",7427,1,2,NA,NA
"9022",7428,2,6,8,30
"9023",31,40,43,NA,NA
"9024",7429,1,7,27,48
"9025",7430,0,2,46,NA
"9026",7431,17,29,47,NA
"9027",7432,0,7,27,28
"9028",31,47,NA,NA,NA
"9029",7433,7,11,37,45
"9030",7434,16,32,45,NA
"9031",7435,9,21,38,44
"9032",7436,14,43,NA,NA
"9033",7437,16,41,NA,NA
"9034",7438,11,18,24,44
"9035",7439,4,10,27,28
"9036",37,49,NA,NA,NA
"9037",7440,18,35,49,NA
"9038",7441,3,18,35,NA
"9039",7442,0,2,46,NA
"9040",7443,6,NA,NA,NA
"9041",7444,0,2,31,46
"9042",7445,16,32,45,48
"9043",7446,28,36,37,NA
"9044",7447,4,9,NA,NA
"9045",7448,5,33,40,42
"9046",7449,1,2,36,40
"9047",7450,0,46,NA,NA
"9048",7451,12,17,28,42
"9049",7452,12,17,20,29
"9050",47,NA,NA,NA,NA
"9051",7453,15,28,NA,NA
"9052",7454,3,6,29,36
"9053",7455,4,9,23,39
"9054",7456,0,2,23,27
"9055",28,NA,NA,NA,NA
"9056",7457,22,26,32,NA
"9057",7458,7,15,49,NA
"9058",7459,7,15,49,NA
"9059",7460,27,35,41,NA
"9060",7461,1,27,39,NA
"9061",7462,1,4,8,18
"9062",19,26,NA,NA,NA
"9063",7463,1,2,8,NA
"9064",7464,7,8,17,40
"9065",41,43,NA,NA,NA
"9066",7465,0,2,46,NA
"9067",7466,14,18,43,NA
"9068",7467,2,4,12,NA
"9069",7468,4,14,17,44
"9070",47,NA,NA,NA,NA
"9071",7469,17,29,47,NA
"9072",7470,1,13,29,30
"9073",42,NA,NA,NA,NA
"9074",7471,8,NA,NA,NA
"9075",7472,20,NA,NA,NA
"9076",7473,0,27,NA,NA
"9077",7474,4,9,27,37
"9078",7475,0,10,19,30
"9079",44,NA,NA,NA,NA
"9080",7476,7,15,38,48
"9081",7477,3,9,18,23
"9082",35,37,40,NA,NA
"9083",7478,7,11,28,37
"9084",40,45,NA,NA,NA
"9085",7479,28,NA,NA,NA
"9086",7480,3,18,35,NA
"9087",7481,4,22,28,NA
"9088",7482,4,9,NA,NA
"9089",7483,12,26,27,NA
"9090",7484,13,16,NA,NA
"9091",7485,6,20,34,NA
"9092",7486,16,NA,NA,NA
"9093",7487,7,15,NA,NA
"9094",7488,1,19,32,NA
"9095",7489,22,41,NA,NA
"9096",7490,2,20,34,NA
"9097",7491,4,9,NA,NA
"9098",7492,17,29,47,NA
"9099",7493,26,33,39,42
"9100",7494,1,19,NA,NA
"9101",7495,32,NA,NA,NA
"9102",7496,23,24,40,41
"9103",43,NA,NA,NA,NA
"9104",7497,4,9,23,33
"9105",7498,33,42,NA,NA
"9106",7499,28,NA,NA,NA
"9107",7500,6,8,23,NA
"9108",7501,1,12,28,35
"9109",7502,10,25,NA,NA
"9110",7503,2,17,29,39
"9111",47,NA,NA,NA,NA
"9112",7504,47,NA,NA,NA
"9113",7505,5,9,22,NA
"9114",7506,7,15,49,NA
"9115",7507,5,11,NA,NA
"9116",7508,0,3,18,35
"9117",42,NA,NA,NA,NA
"9118",7509,0,23,37,44
"9119",7510,20,46,NA,NA
"9120",7511,3,18,35,NA
"9121",7512,7,11,37,NA
"9122",7513,0,25,28,NA
"9123",7514,7,11,37,45
"9124",7515,17,47,48,NA
"9125",7516,12,31,36,48
"9126",7517,6,14,44,NA
"9127",7518,16,31,32,35
"9128",45,NA,NA,NA,NA
"9129",7519,21,NA,NA,NA
"9130",7520,17,29,47,NA
"9131",7521,6,13,15,22
"9132",27,28,40,46,NA
"9133",7522,17,28,31,32
"9134",7523,7,11,29,37
"9135",45,NA,NA,NA,NA
"9136",7524,0,6,12,24
"9137",45,NA,NA,NA,NA
"9138",7525,23,24,40,41
"9139",43,NA,NA,NA,NA
"9140",7526,28,NA,NA,NA
"9141",7527,5,22,46,NA
"9142",7528,1,19,31,NA
"9143",7529,5,7,22,39
"9144",7530,7,16,17,31
"9145",33,46,NA,NA,NA
"9146",7531,7,15,49,NA
"9147",7532,2,4,9,39
"9148",7533,4,22,42,NA
"9149",7534,5,22,26,30
"9150",7535,15,NA,NA,NA
"9151",7536,3,5,36,NA
"9152",7537,4,10,11,21
"9153",7538,16,32,NA,NA
"9154",7539,3,18,35,NA
"9155",7540,4,8,9,12
"9156",7541,23,24,40,41
"9157",43,NA,NA,NA,NA
"9158",7542,9,15,20,30
"9159",38,39,NA,NA,NA
"9160",7543,7,11,37,45
"9161",7544,27,28,30,37
"9162",47,NA,NA,NA,NA
"9163",7545,3,18,35,37
"9164",7546,14,44,NA,NA
"9165",7547,16,28,29,33
"9166",7548,1,8,14,24
"9167",31,38,44,NA,NA
"9168",7549,9,26,36,45
"9169",7550,34,37,42,NA
"9170",7551,4,5,39,NA
"9171",7552,13,26,32,NA
"9172",7553,38,42,NA,NA
"9173",7554,4,5,17,40
"9174",46,NA,NA,NA,NA
"9175",7555,9,27,34,NA
"9176",7556,3,12,38,48
"9177",7557,4,17,25,26
"9178",33,NA,NA,NA,NA
"9179",7558,41,42,NA,NA
"9180",7559,4,9,22,44
"9181",7560,7,11,37,45
"9182",7561,1,19,NA,NA
"9183",7562,7,15,42,49
"9184",7563,5,22,27,28
"9185",44,NA,NA,NA,NA
"9186",7564,7,8,10,26
"9187",46,47,NA,NA,NA
"9188",7565,16,32,45,NA
"9189",7566,13,14,36,37
"9190",44,NA,NA,NA,NA
"9191",7567,12,31,36,48
"9192",7568,7,11,37,45
"9193",7569,10,15,18,NA
"9194",7570,20,21,26,31
"9195",7571,13,14,NA,NA
"9196",7572,15,23,28,35
"9197",37,43,NA,NA,NA
"9198",7573,24,27,28,46
"9199",7574,4,23,26,32
"9200",36,NA,NA,NA,NA
"9201",7575,5,23,27,37
"9202",7576,5,22,45,46
"9203",7577,0,7,10,46
"9204",7578,11,12,13,33
"9205",42,NA,NA,NA,NA
"9206",7579,12,31,36,48
"9207",7580,22,24,47,NA
"9208",7581,0,14,44,NA
"9209",7582,20,25,34,41
"9210",7583,1,3,14,19
"9211",30,43,47,NA,NA
"9212",7584,14,44,NA,NA
"9213",7585,4,36,NA,NA
"9214",7586,9,42,49,NA
"9215",7587,23,24,40,41
"9216",43,NA,NA,NA,NA
"9217",7588,14,41,44,NA
"9218",7589,10,33,42,46
"9219",7590,7,17,29,47
"9220",7591,15,27,32,NA
"9221",7592,5,20,22,NA
"9222",7593,0,2,32,46
"9223",7594,10,13,21,34
"9224",47,NA,NA,NA,NA
"9225",7595,7,15,49,NA
"9226",7596,2,14,44,NA
"9227",7597,0,2,46,NA
"9228",7598,12,17,25,43
"9229",7599,38,41,49,NA
"9230",7600,24,NA,NA,NA
"9231",7601,0,28,40,NA
"9232",7602,40,41,45,NA
"9233",7603,19,27,37,43
"9234",48,NA,NA,NA,NA
"9235",7604,11,20,NA,NA
"9236",7605,7,15,NA,NA
"9237",7606,0,7,12,29
"9238",38,NA,NA,NA,NA
"9239",7607,17,29,32,47
"9240",7608,3,18,35,NA
"9241",7609,7,9,10,13
"9242",15,29,47,49,NA
"9243",7610,23,24,40,41
"9244",7611,4,16,24,25
"9245",7612,16,17,28,36
"9246",48,NA,NA,NA,NA
"9247",7613,33,42,NA,NA
"9248",7614,3,11,16,17
"9249",34,45,NA,NA,NA
"9250",7615,8,27,28,31
"9251",37,NA,NA,NA,NA
"9252",7616,0,2,46,NA
"9253",7617,4,9,NA,NA
"9254",7618,13,18,29,36
"9255",7619,22,25,34,NA
"9256",7620,1,19,NA,NA
"9257",7621,8,NA,NA,NA
"9258",7622,16,32,45,NA
"9259",7623,1,19,45,NA
"9260",7624,4,10,24,29
"9261",43,NA,NA,NA,NA
"9262",7625,19,33,NA,NA
"9263",7626,22,34,48,NA
"9264",7627,7,15,45,49
"9265",7628,3,5,22,NA
"9266",7629,3,13,14,19
"9267",23,32,43,NA,NA
"9268",7630,13,44,45,NA
"9269",7631,8,21,40,NA
"9270",7632,18,21,23,NA
"9271",7633,9,44,49,NA
"9272",7634,4,6,23,NA
"9273",7635,12,32,42,NA
"9274",7636,27,28,NA,NA
"9275",7637,5,13,22,27
"9276",46,NA,NA,NA,NA
"9277",7638,8,11,12,26
"9278",7639,11,14,21,27
"9279",38,44,NA,NA,NA
"9280",7640,5,22,37,46
"9281",7641,2,20,24,25
"9282",7642,16,32,44,NA
"9283",7643,0,2,4,7
"9284",9,46,NA,NA,NA
"9285",7644,33,38,40,49
"9286",7645,22,46,NA,NA
"9287",7646,4,9,26,42
"9288",7647,46,NA,NA,NA
"9289",7648,27,40,NA,NA
"9290",7649,1,10,19,22
"9291",7650,0,46,NA,NA
"9292",7651,4,7,9,20
"9293",7652,5,22,NA,NA
"9294",7653,3,4,17,18
"9295",7654,20,32,47,NA
"9296",7655,16,32,45,NA
"9297",7656,12,31,36,48
"9298",7657,7,11,37,45
"9299",7658,25,35,NA,NA
"9300",7659,1,13,45,NA
"9301",7660,7,11,30,37
"9302",39,45,NA,NA,NA
"9303",7661,4,19,22,26
"9304",44,NA,NA,NA,NA
"9305",7662,4,9,NA,NA
"9306",7663,4,5,9,22
"9307",23,36,NA,NA,NA
"9308",7664,17,29,47,NA
"9309",7665,3,18,35,38
"9310",7666,5,19,38,NA
"9311",7667,15,19,41,NA
"9312",7668,4,11,25,42
"9313",7669,19,41,46,NA
"9314",7670,14,36,NA,NA
"9315",7671,1,8,26,NA
"9316",7672,7,15,40,NA
"9317",7673,9,22,24,43
"9318",7674,6,18,35,45
"9319",7675,0,2,31,39
"9320",46,NA,NA,NA,NA
"9321",7676,33,42,NA,NA
"9322",7677,0,2,46,NA
"9323",7678,3,18,35,NA
"9324",7679,3,5,13,18
"9325",19,28,39,NA,NA
"9326",7680,4,9,25,NA
"9327",7681,7,11,37,45
"9328",7682,26,40,48,NA
"9329",7683,8,10,20,21
"9330",29,37,38,45,NA
"9331",7684,1,7,19,29
"9332",7685,0,2,46,NA
"9333",7686,16,32,45,NA
"9334",7687,0,46,NA,NA
"9335",7688,2,4,22,NA
"9336",7689,2,14,18,20
"9337",37,44,NA,NA,NA
"9338",7690,1,6,29,45
"9339",7691,14,41,NA,NA
"9340",7692,33,42,NA,NA
"9341",7693,22,27,35,NA
"9342",7694,14,44,NA,NA
"9343",7695,12,31,36,48
"9344",7696,4,9,13,NA
"9345",7697,33,35,36,42
"9346",7698,5,15,22,28
"9347",33,NA,NA,NA,NA
"9348",7699,11,26,34,36
"9349",38,NA,NA,NA,NA
"9350",7700,27,28,NA,NA
"9351",7701,10,11,17,22
"9352",7702,11,14,16,NA
"9353",7703,1,19,NA,NA
"9354",7704,17,29,47,NA
"9355",7705,8,11,32,43
"9356",7706,0,2,34,46
"9357",7707,4,9,30,35
"9358",36,46,NA,NA,NA
"9359",7708,20,25,NA,NA
"9360",7709,5,30,NA,NA
"9361",7710,17,23,24,27
"9362",28,30,NA,NA,NA
"9363",7711,7,13,16,18
"9364",20,32,42,45,NA
"9365",7712,4,9,22,47
"9366",7713,22,28,36,47
"9367",48,NA,NA,NA,NA
"9368",7714,3,14,20,27
"9369",30,48,NA,NA,NA
"9370",7715,2,18,35,37
"9371",7716,7,11,37,45
"9372",7717,13,27,28,31
"9373",7718,13,27,41,49
"9374",7719,1,5,11,19
"9375",34,43,NA,NA,NA
"9376",7720,1,16,25,30
"9377",32,33,45,46,NA
"9378",7721,0,14,30,35
